id,РУССКИЙ ТЕКСТ,ENGLISH
NOID-7,Вы зарегистрировались в бесплатной браузерной MMOPRG «Техномагия».,
NOID-8,Ваш ник —,
NOID-9,"Чтобы оставаться в курсе событий и получать секретные коды для подарков, нажмите подтвердить.",
NOID-10,"Желаем долгой, счастливой, полной приключений жизни в мире Элинор. Удачной игры!",
NOID-11,"Это письмо было сгенерировано автоматически. Пожалуйста, не отвечайте на него, ответ не будет обработан. Если у вас есть какие-то вопросы или пожелания, пожалуйста, посетите форум игры либо нашу группу на facebook или Вконтакте.

Если вы не регистрировали аккаунт в игре, и это письмо доставлено по ошибке, просто проигнорируйте его.",
NOID-12,ПОЗДРАВЛЯЕМ!,
NOID-13,"<div>Вас приветствует робот игры &quot;ТЕХНОМАГИЯ&quot;! <br />
Вы получили это письмо в ответ на запрос о сбросе пароля вашего персонажа в игре. <br />
<br />
<font color=""maroon""><b>ВНИМАНИЕ! Если данное письмо было доставлено Вам по ошибке, удалите его, не следуя указанным инструкциям!</b></font> <br />
<br />
<b>СБРОС ПАРОЛЯ:</b> <br />
Для завершения процедуры сброса пароля необходимо пройти по указанной ссылке и следовать дальнейшим инструкциям! <br />
<br />
<font color=""blue""><a href=""linklabel"" target=""_blank""><b>Продолжить процедуру сброса пароля</b></a></font> <br />
</div>",
NOID-14,"<div>Вас приветствует робот игры &quot;ТЕХНОМАГИЯ&quot;! <br />
Вы получили это письмо в ответ на запрос о сбросе пароля вашего персонажа в игре. <br />
<br />
<b>НОВЫЙ ПАРОЛЬ:
<br />
<font color=""maroon""><b>ВНИМАНИЕ! Не предоставляйте доступ к вашему персонажу и пароль сторонним лицам, во избежание краж игрового имущества и других вредоносных действий!</b></font></div>
<div>&nbsp;</div>",
NOID-15,ПОДТВЕРЖДЕНИЕ АДРЕСА,
NOID-16,"Здравствуйте!

Спасибо, что выбрали рассылку новостей игры «Техномагия»! Для подтверждения почтового адреса пройдите, пожалуйста, по ссылке:
Подтвердив адрес, вы сможете не только оставаться в курсе событий, происходящих в мире Элинора, но и получать подарки, приготовленные специально для подписчиков! ",
NOID-17,"С уважением,
команда игры «Техномагия»",
NOID-18,С ГОДОВЩИНОЙ!,
NOID-19,"сегодня Элинор отмечает -ю годовщину твоего прибытия! В честь этого радостного события для тебя подготовлен подарок. Скорее заходи в игру, чтобы забрать его из почты, где он хранится только 7 дней. Поздравляем и желаем знаменательных побед и свершений!",
NOID-20,ПРОДЛЕНИЕ РЕГИСТРАЦИИ КЛАНА!,
NOID-21,"Здравствуйте! Срок регистрации клана подходит к концу! Посетите Ратушу, чтобы продлить существование клана. Поторопитесь, если вы не успеете до  по московскому времени, клан будет расформирован!",
NOID-22,КЛАН РАСФОРМИРОВАН!,
NOID-23,"Здравствуйте! Регистрация клана  не была продлена в срок, в связи с чем клан расформирован. Вы можете восстановить клан, оплатив в ратуше необходимую сумму золота. Если примете решение не восстанавливать клан, вы можете его покинуть через меню Персонажа ""Мое окружение"". В случае, если через некоторое время вы или другие игроки, состоявшие в клане, захотите его возродить, то необходимо будет связаться с Администрацией проекта через электронную почту admin@tmgame.ru.",
